Pipeline Name,Pipeline ID,Author Name,Execution Count,Last Run,Template Used
"NC_REG_SCH_JiraDataCenter_Notification","69084b8e5315e6f6ee7e45ed","Chandru Nallasivam2","7","2026-01-23T10:54:46.676Z",""
"QASalesforce","69084a88259d62189285704d","QA Admin PROD","0","N/A","N/A"
"NLP_SCH_API Integrator_DO NOT DELETE","690844ca8f9a70748410e910","Kyasa Abhilash","0","N/A","N/A"
"QATestingDND","690840fda436a6af822aa0b0","QA Admin PROD","1","2025-11-03T06:03:07.276Z","N/A"
"Databricks SQL Warehouse","690840635315e6f6ee7e1349","QA Admin PROD","0","N/A","opsera_data_management"
"speri-GOLDEN_TEMPLATES_PROD-READY-ARGO","6907e1c6dbe50ab7942d519f","srinivas peri","146","2026-01-09T22:04:15.925Z","blank_pipeline_template"
"QA_SdlcTypeToSalesforce_JobEngine","6904ed15ca59526556b67203","Arun muchalambi","0","N/A","blank_pipeline_template"
"QA_Modify_SdlcTypeToSalesforce","6904e967e218a666786782ec","Arun muchalambi","0","N/A","N/A"
"SalesForce_Pipeline_Template Catalog","6904d8d5ca59526556b661ec","Prasanna Ramachandran","0","N/A","N/A"
"Coverity Pipeline","6904caab457b37f389856485","Keerthiga Thulasiram","2","2025-10-31T15:07:36.780Z","N/A"
"QAtesting123","69046b9ba436a6af8229f9a2","QA Admin PROD","1","2025-10-31T13:04:02.009Z","N/A"
"Blank Pipeline Template 4 prasanna","6904631fb810962450c57e6e","Prasanna Ramachadran","0","N/A","blank_pipeline_template"
"KAL SEPHORA EMAIL REPORT","69044d0e011b184408378d82","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"SalesForce_Pipeline_Swapnali","69044c20fcc0933b31cc3671","Swapnali Mohite","4","2025-12-01T05:54:29.309Z",""
"GOLDEN-TEMPLATE-S3-EBS_WAR Deployment_Verizon-DND","6903668c1b6ba3dddd9b52dd","Ramya J726","0","N/A","N/A"
"KAL GIT","69035bd81b6ba3dddd9b2856","Kyasa Abhilash","9","2026-02-06T12:07:10.904Z","blank_pipeline_template"
"Blank Pipeline Template 39","69035aca2bd22e6f8ebdabc0","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"SalesForce_Pipeline_demo ashwini","69032393fcc0933b31ca333b","Ashiwini Chavan","7","2025-10-31T08:22:58.726Z",""
"DevSecOps_Verizon_ComplianceFlow","690225f2011b18440833c7fb","Ramya J726","40","2025-10-31T12:26:08.529Z","N/A"
"GOLDEN_TEMPLATE-CI-BUILDS_Verizon _DO NOT DELETE","69021d052bd22e6f8eb97bff","Ramya J726","12","2025-10-30T12:34:49.017Z","N/A"
"KAL - CLI REPORT","690214a9011b184408339824","Kyasa Abhilash","2","2025-10-29T13:28:46.004Z","blank_pipeline_template"
"QA_GitHubToOrg_JenkinsToJobEngineMigrated_DND6","6901f7012bd22e6f8eb8b119","Arun muchalambi","5","2025-10-30T13:26:29.513Z",""
"3153- pipeline-2 demo","6901f3b7a436a6af82298555","Yogesh.Kasare Proton","0","N/A","blank_pipeline_template"
"3153- pipeline","6901f3a4259d62189284538f","Yogesh.Kasare Proton","0","N/A","blank_pipeline_template"
"3153- pipeline","6901f15aa436a6af822984e1","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"3153- pipeline","6901f14a259d62189284531b","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"3153- pipeline","6901f130a436a6af822984c9","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"sephora-api-pipeline-creation-issue","6901ef8d259d6218928452c2","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"3153- pipeline","6901ec0afcc0933b31c79d35","Yogesh.Kasare Proton","0","N/A","blank_pipeline_template"
"maven-sonar-pipeline","6901e862259d62189284517d","Yogesh.Kasare Proton","0","N/A","N/A"
"Copy of yogesh_demo_docker-build","6901e5e7e02e1a569d5fe6ca","Yogesh.Kasare Proton","3","2025-10-30T15:16:28.944Z","blank_pipeline_template"
"approval_api","6901e4c5259d6218928450d4","Yogesh.Kasare Proton","0","N/A","N/A"
"NC_maven_1936","6901e450a436a6af82298284","Chandru Nallasivam2","0","N/A","blank_pipeline_template"
"KAL - CHILD PIPELINE","6901cf3e2bd22e6f8eb801cd","Kyasa Abhilash","2","2026-02-17T10:00:57.466Z","blank_pipeline_template"
"sriniperi-container-pipeline-using-argo","69012a3e79db63b29c5fe6ca","Sowmia Ranganathan","0","N/A","N/A"
"Copy Jenkins with JFrogXRay _DO NOT DELETE","69010738c0d531d7ca12f220","Pradeep Marri","0","N/A",""
"Container Deployment Sample-test123","6900d1c0c0d531d7ca121ecc","Prasanna Ramachadran","0","N/A","N/A"
"DevSecOps Pipeline -END to ENd flow-Jfrog-test","6900cf19e02e1a569d5ceb82","Prasanna Ramachadran","0","N/A","N/A"
"Test1234","6900cd1828670b6410d58b79","Prasanna Ramachadran","0","N/A","blank_pipeline_template"
"QA_SCH_GITLAB Dynamic _SDLC to Salesforce","6900b3912bd22e6f8eb4f52f","Arun muchalambi","2","2025-10-28T12:40:46.239Z","N/A"
"QAArun_SCH_GITLAB Dynamic Settings","6900b11379db63b29c5ed2f9","Arun muchalambi","1","2025-10-28T12:05:24.441Z","N/A"
"My Argo Based App Pipeline","6900ae43a436a6af82294ce4","srinivas peri","0","N/A","N/A"
"QA_GITLAB Dynamic Settings","6900ad52e02e1a569d5c5404","Arun muchalambi","1","2025-10-28T11:50:41.508Z","N/A"
"Blank Pipeline Template 32","6900956b8616040e758950ad","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"SalesForce_Pipeline_Template custom label ashwini","69009007210406a438eeb35d","Ashiwini Chavan","0","N/A",""
"Creating pipeline via API","69008f22259d621892841617","QA User-Production","0","N/A",""
"prasanna-container-pipeline-using-argo","69008416a436a6af822944a0","Prasanna Ramachadran","0","N/A","N/A"
"sriniperi-container-pipeline-using-argo","69008084a436a6af822943ee","Prasanna Ramachadran","0","N/A","N/A"
" REG_Webhook GitHub PR approve Scenario","690055ab210406a438edc182","Priyadarsini P","26","2026-02-12T18:22:02.843Z","blank_pipeline_template"
"Dependent Pipeline B","690051a08c0422c3ff5667ec","Kyasa Abhilash","91","2025-12-27T08:38:27.309Z","blank_pipeline_template"
"Dependent Pipeline A","690050718616040e7588a9ec","Kyasa Abhilash","91","2025-12-27T08:38:22.636Z","blank_pipeline_template"
"Image promotion","69003e6ca436a6af822938c8","QA User-Production","0","N/A","N/A"
"QAtesting1234","68ff7117259d62189283e4e2","QA Admin PROD","0","N/A","N/A"
"Blank Pipeline Template 7","68ff70080ce2ec43a91c3d91","Pradeep Marri","0","N/A","blank_pipeline_template"
"Clone of REG_Docker-CLI_node_gradle_java","68ff6f24a436a6af82291606","Ramya J726","0","N/A","N/A"
"Blank Pipeline Template 6","68ff2d1c99ecd83c63796c0f","Pradeep Marri","0","N/A","blank_pipeline_template"
"NLP_Sephora_Wiz_Scan_Report_to_Mail","68ff18be339ec83144f88312","Kyasa Abhilash","19","2025-10-29T06:44:58.093Z","blank_pipeline_template"
"Parallel HummingBIrd AI pipeline","68fbc963259d62189283446c","QA Admin PROD","0","N/A","N/A"
"Type issue with AI","68fbc542a436a6af82287546","QA Admin PROD","1","2025-10-24T18:36:27.622Z","N/A"
"Azure WebApp Deployment with Auto Rollback","68fbc1c5259d62189283431e","QA Admin PROD","0","N/A","N/A"
"Flyway PostgreSQL Migration with Liquibase Validation and Databricks Lineage","68fbbeb4a436a6af8228741c","QA Admin PROD","0","N/A","N/A"
"Auto Retry with ServiceNow Logging and AI Remediation","68fbbe96259d621892834283","QA Admin PROD","0","N/A","N/A"
"QA SQL Deployment","68fba60b462e051e44d60d47","Arun muchalambi","1","2025-10-24T16:28:47.837Z","opsera_data_management"
"dev pipeline","68fb1d81268bba8998dd64f6","Dammu Srinivasulu2","9","2026-01-21T05:45:05.714Z","blank_pipeline_template"
"DS-Salesforce Pipline (24th Oct)","68fb19daaed7a869e32d3f0c","Dammu Srinivasulu2","2","2025-10-24T06:31:59.309Z",""
"Copy of Salesforce_Pipeline","68fb16b0268bba8998dd58d2","Dammu Srinivasulu2","12","2026-02-05T13:06:05.135Z",""
"cli to extract report","68fa68beaed7a869e32c49be","customer support","1","2025-10-23T17:50:11.846Z","blank_pipeline_template"
"s2-npm-test-API-pipeline11","68fa6346d03d3225374af926","QA User-Production","0","N/A","blank_pipeline_template"
"Cli","68fa14e6268bba8998dc4540","Yogesh.Kasare Proton","48","2026-02-17T08:15:32.381Z","blank_pipeline_template"
"s2-Wiz scan-3138","68f94999464b6b40b389c7dc","customer support","2","2025-10-22T21:32:47.425Z","blank_pipeline_template"
"SalesForce_Pipeline_Template","68f8edf5e6cfcb83a07bf061","Yogesh.Kasare Proton","0","N/A",""
"GOLDEN_TEMPLATES_PROD-READY-ARGO","68f8be546fbaeb9b3093e465","srinivas peri","134","2026-02-06T15:14:20.937Z","blank_pipeline_template"
"sriniperi-container-pipeline-using-argo","68f855d3847091c49a2b1bd8","srinivas peri","2","2025-10-28T20:41:39.551Z","N/A"
"sriniperi-container-pipeline-using-argo","68f8558078c299d4f6647a73","srinivas peri","0","N/A","N/A"
"Blank Pipeline Template 1","68f7eb4e37b67b128fc1b99d","srinivas peri","0","N/A","blank_pipeline_template"
"NLP_Verizon_Containerized_APP","68f7496f3441a95d953a0654","Kyasa Abhilash","31","2025-12-06T18:10:34.102Z","blank_pipeline_template"
"Container Deployment Sample- DND- SPERI","68f5ec9781d411355000f96f","srinivas peri","0","N/A","N/A"
"Container deployment to AKS with auto remed","68f5ec523441a95d9538bf34","srinivas peri","1","2025-12-27T16:40:27.871Z","N/A"
"SalesForce_Pipeline_Template","68f1ef11ae771a73e25da04a","Kyasa Abhilash","0","N/A",""
"OpsERA Continuous Integration Pipeline","68f1eeec922dcea18fdd14e3","Kyasa Abhilash","0","N/A",""
"KYASA - TEST - OCT 25","68f1e6f7922dcea18fdcfee4","Kyasa Abhilash","4","2025-10-17T07:20:16.030Z","blank_pipeline_template"
"dotnet-COH_Jen_QA_Prod_DND_Praba","68f1c7e96edc54c82ade1999","QA Admin PROD","3","2025-10-17T05:20:31.155Z","blank_pipeline_template"
"Blank Pipeline Template 2","68f0c338b8d74d6013b44f0e","Prasanna Ramachadran","0","N/A","blank_pipeline_template"
"Delete all pipeline steps","68f0a051454c610c403074eb","Keerthiga Thulasiram","1","2025-10-16T07:37:15.784Z","blank_pipeline_template"
"QA_JobEngine_BBCloud_EmailwithApiTokenscopes_DND","68effc599b1b8319fa774a74","Pradeep Marri","53","2026-02-18T18:48:41.989Z","blank_pipeline_template"
"QA_GitToOrg_Jenkins_BBCloud_EmailwithApitoken_DND","68eff5027cc6ce57febc443d","Pradeep Marri","19","2026-01-13T06:14:53.103Z",""
"demo-dokcer-yogesh-new","68ee28705ce2ddc4255cf366","Yogesh.Kasare Proton","34","2026-01-16T13:22:38.318Z","blank_pipeline_template"
"DS_Docker Engine","68ee2673ee783a329f1bab4a","Dammu Srinivasulu2","1","2025-10-14T10:36:29.513Z","blank_pipeline_template"
"Copy of Test-NC_SF_1","68ede1ab5ce2ddc4255c3127","Chandru Nallasivam2","0","N/A","N/A"
"NLP_JDK_21_Issue","68ed1744cceaa60ac58fece3","customer support","5","2025-10-14T09:41:22.051Z","blank_pipeline_template"
"NLP_Cohesity_WebhookIssue","68ecda3bcceaa60ac58f32ef","Kyasa Abhilash","1","2025-10-13T10:58:10.117Z","blank_pipeline_template"
"Blank Pipeline Template 4","68ecc2ef89c2c740da9b9c58","Swetha Kanuri2","1","2025-10-13T09:18:19.612Z","blank_pipeline_template"
"NLP_GaurdantHealth_Masterpipeline_test","68ec80c19fe97651290a787c","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"Copy of NLP_Argo-Helm-Jfrog_custom Tag","68ec80ac9fe97651290a785d","Kyasa Abhilash","4","2025-10-16T05:09:04.103Z","N/A"
"NLP_SCH_Argo_AWS_CustomTag","68ec7eefda7388189f9a8442","Kyasa Abhilash","6","2025-10-16T05:09:10.333Z","blank_pipeline_template"
"SQL Deployment 121025","68eaad2e72e9e070b8b4b85f","Arun muchalambi","7","2026-02-05T16:07:10.068Z","opsera_data_management"
"QA_JobEngine_DevOrg","68eaaa7ecceaa60ac58c9e1b","Arun muchalambi","4","2025-11-24T15:24:16.523Z","blank_pipeline_template"
"QA_JobEngine","68eaa93dcceaa60ac58c9a60","Arun muchalambi","3","2025-10-13T06:04:48.524Z","blank_pipeline_template"
"Delete steps","68e9409c89c2c740da98a765","Keerthiga Thulasiram","0","N/A","blank_pipeline_template"
"REG_SCH_JiraDataCenter_Pipeline Notification","68e8dc4b36061aebbc062f1b","Keerthiga Thulasiram","2","2026-01-23T12:34:49.724Z",""
"Swetha_Job_engine","68e62e921983b8c0870b7d05","Swetha Kanuri2","6","2025-10-09T12:21:48.543Z","blank_pipeline_template"
"NLP_Artifact_recover_error","68e62548429dcdf01ba75fe9","Kyasa Abhilash","2","2025-10-08T09:16:39.652Z","blank_pipeline_template"
"NC_PR","68e46d75f92c80f121dec5c5","Chandru Nallasivam2","0","N/A","blank_pipeline_template"
"NLP_Argo-Helm-Jfrog_custom Tag","68e38a8df92c80f121dd2d4e","Kyasa Abhilash","0","N/A","N/A"
"NLP_Argo Helm_ AWS Deployment_DO NOT DELETE","68e389aa6d123d7df9959143","Kyasa Abhilash","0","N/A","N/A"
"fromjobenginetwo_AutoCI","68e374543f979566babc6efa","QA User-Production","0","N/A","blank_pipeline_template"
"Copy of 2240 pipeline ashwini webbhoookk  6th oct","68e3741ef4c23ed7288269e0","Ashiwini Chavan","1","2025-12-03T12:31:49.476Z","blank_pipeline_template"
"Blank Pipeline Template 22","68e36377d2aa884223126c2e","Kyasa Abhilash","1","2025-10-14T05:19:39.202Z","blank_pipeline_template"
"Android_Native_COH_DND_Prasanna","68e36035f92c80f121dcccbd","Prasanna Ramachadran","5","2026-02-13T12:29:00.736Z","blank_pipeline_template"
"SL_QA_BBCloudToOrg_NewComponenSupport_DND","68e0347b7b7c0a93a02aaeb4","Arun muchalambi","2","2025-12-20T05:54:58.381Z",""
"Android_Certificate_Changes_1","68dfd31d7cb47570c54d9750","Prabakaran Nallamuthu","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 22","68dceb7990c6e4d1029f48ba","Dammu Srinivasulu2","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 387","68dc2be87cb47570c548ebcc","customer support","0","N/A","blank_pipeline_template"
"DS_API_pipeline","68dbfc5f6010b7a9088262dc","Dammu Srinivasulu2","0","N/A","N/A"
"NC_maven_1936","68dbe0166010b7a908825de9","Chandru Nallasivam2","4","2025-10-27T10:00:56.110Z","blank_pipeline_template"
"Salesforce Git to Org_GitHub notification ashwini","68dbbb096e6861d22a62cfb0","Ashiwini Chavan","1","2025-09-30T11:19:17.110Z","blank_pipeline_template"
"QA_Pipeline Health Check Status","68db920b10744a423bdc2930","Pradeep Marri","0","N/A","blank_pipeline_template"
"SalesForce_Pipeline_for_community","68db8ca36e6861d22a621fb0","Ashiwini Chavan","1","2025-09-30T09:01:36.328Z",""
"Android_Native_COH_DND","68db8b7f6e6861d22a6219bf","QA Admin PROD","4","2025-09-30T08:44:52.069Z","blank_pipeline_template"
"GitHub Actions","68dac078dd4fc6a1acaf3005","Pradeep Marri","0","N/A","github-actions"
"DS_Customer Use case_ Pipeline","68dab67c75975f6648ea0af9","Dammu Srinivasulu2","5","2025-09-29T17:18:55.740Z","blank_pipeline_template"
"Siva Node build","68da9df66e6861d22a5fd60b","VenkataSiva Reddy","4","2025-09-30T09:04:48.451Z","blank_pipeline_template"
"Blank Pipeline Template 5","68da7b0a43cb0c7a17290f6a","Chandru Nallasivam2","0","N/A","blank_pipeline_template"
"REG_Webhook GitHub Push Scenario","68da35f710744a423bd9e13f","Keerthiga Thulasiram","7","2025-10-28T09:25:39.595Z","blank_pipeline_template"
"SalesForce_Pipeline_Template","68da28db75975f6648e84f2e","Kyasa Abhilash","21","2025-11-05T06:38:17.718Z",""
"kyasa-pipeline-test","68da220ca7b8f5b805a6305f","Kyasa Abhilash","0","N/A","N/A"
"Blank Pipeline Template 21","68da056d10744a423bd9aab9","Kyasa Abhilash","2","2025-09-29T04:23:53.385Z","blank_pipeline_template"
"QA_GitHubToOrg_JenkinsToJobEngineMigrated_DND5","68d7aeec600b51c2a9bed697","Arun muchalambi","8","2025-10-31T09:03:38.755Z",""
"QA_GitHubToOrg_JenkinsToJobEngineMigrated_DND4","68d7aee2be9eab1171e7f0bd","Arun muchalambi","11","2025-10-31T09:03:47.115Z",""
"QA_GitHubToOrg_JenkinsToJobEngineMigrated_DND3","68d7aed36b7c08226b93c7bd","Arun muchalambi","12","2025-10-31T09:03:53.618Z",""
"QA_GitHubToOrg_JenkinsToJobEngineMigrated_DND2","68d7aec672082dfd575a69d6","Arun muchalambi","13","2025-10-31T09:04:16.903Z",""
"SL_QA_REG_GitHubToOrg_Jenkins_DND","68d7ab1c6b7c08226b93c682","Pradeep Marri","0","N/A",""
"QA_GitHubToOrg_JenkinsToJobEngineMigrated_DND2","68d7aad172082dfd575a6884","Arun muchalambi","0","N/A",""
"QA_GitHubToOrg_JenkinsToJobEngineMigrated_DND1","68d7aac1537d0572c7195923","Arun muchalambi","17","2025-10-31T09:04:26.830Z",""
"Copy of Copy of Blank Pipeline Template 18","68d78971600b51c2a9bebf19","Kyasa Abhilash","20","2025-11-05T06:38:11.522Z","blank_pipeline_template"
"Copy of Blank Pipeline Template 18","68d7896972082dfd575a5a7b","Kyasa Abhilash","20","2025-11-05T06:38:20.100Z","blank_pipeline_template"
"Blank Pipeline Template 18","68d7773cbe9eab1171e7c919","Kyasa Abhilash","16","2025-10-13T11:04:54.271Z","blank_pipeline_template"
"Copy of S2-salesforce-2","68d70c7a66d7d9e6d8c280e2","customer support","0","N/A",""
"Blank Pipeline Template 3","68d6d54466d7d9e6d8c1fbe1","Pradeep Marri","0","N/A","blank_pipeline_template"
"JenkinsToJobEngine_GittoOrg_10","68d6d284be9eab1171e70d45","Pradeep Marri","12","2025-09-28T16:18:37.415Z",""
"JenkinsToJobEngine_GittoOrg_9","68d6d272be9eab1171e70d27","Pradeep Marri","0","N/A",""
"JenkinsToJobEngine_GittoOrg_8","68d6d257537d0572c71832b4","Pradeep Marri","0","N/A",""
"JenkinsToJobEngine_GittoOrg_7","68d6d2486b7c08226b93370b","Pradeep Marri","0","N/A",""
"JenkinsToJobEngine_GittoOrg_6","68d6d22fbe9eab1171e70c11","Pradeep Marri","0","N/A",""
"JenkinsToJobEngine_GittoOrg_5","68d6d21c600b51c2a9bdf17b","Pradeep Marri","0","N/A",""
"JenkinsToJobEngine_GittoOrg_4","68d6d20366d7d9e6d8c1f2c6","Pradeep Marri","0","N/A",""
"JenkinsToJobEngine_GittoOrg_3","68d6d1e26b7c08226b9335e4","Pradeep Marri","1","2025-09-27T06:51:07.513Z",""
"JenkinsToJobEngine_GittoOrg_2","68d6d1b46b7c08226b9335b1","Pradeep Marri","0","N/A",""
"JenkinsToJobEngine_GittoOrg_1","68d6d19772082dfd5759dd35","Arun muchalambi","0","N/A",""
"DS_Multistage pipeline_Workspace","68d6ba01d100afd8b99f2ca4","Dammu Srinivasulu2","11","2025-12-24T06:39:25.601Z","blank_pipeline_template"
"REG_JenkinsCLI_OPL-27880","68d6ab0c36d80e30fb2237cd","Keerthiga Thulasiram","2","2026-01-23T12:18:11.916Z","blank_pipeline_template"
"REG_Multistage node Pipeline","68d6964a46595fe1f7c71ed4","Keerthiga Thulasiram","4","2026-01-23T12:02:29.906Z","blank_pipeline_template"
"REG_dockerCLI+Jenkins Nexus_DO NOT DELETE","68d6925add52ca846f80ceac","Keerthiga Thulasiram","3","2026-01-23T11:24:01.517Z","N/A"
"REG_dockerCLI+Jenkins JFrog_DO NOT DELETE","68d68ffae6d0f7c3ea93e276","Keerthiga Thulasiram","3","2026-01-23T12:50:57.235Z","N/A"
"REG_dockerCLI+Jenkins ECR_DO NOT DELETE","68d67e3284f7248562b79992","Keerthiga Thulasiram","4","2026-01-23T11:15:11.412Z","N/A"
"REG_dockerCLI+Jenkins ACR_DO NOT DELETE","68d6770fdd52ca846f80ae52","Keerthiga Thulasiram","3","2026-01-23T12:50:40.025Z","N/A"
"Blank Pipeline Template 2","68d67538e6d0f7c3ea93b5e2","Pradeep Marri","0","N/A","blank_pipeline_template"
"QA_Salesforce Git to Org_GitHub OnPrem Edge DND2","68d66f4621dc81b56e30430e","Arun muchalambi","8","2025-09-26T19:24:20.729Z","blank_pipeline_template"
"Creating pipeline via API","68d6635450732b6b1fecc7b2","QA User-Production","0","N/A",""
"Blank Pipeline Template 1","68d637282ed11d757d2db0db","Yogesh.Kasare Proton","0","N/A","blank_pipeline_template"
"SNOW_Test_Swetha","68d636251298e689d865f265","Swetha Kanuri2","7","2025-10-13T13:07:48.469Z","blank_pipeline_template"
"NC-salesforce-1","68d55b6efc65c565a349a9a1","Chandru Nallasivam2","2","2025-10-06T05:36:51.803Z",""
"SFDC with snow","68d4deaeec07607051161a9c","Yogesh.Kasare Proton","78","2026-02-19T07:40:57.620Z",""
"yogesh_demo_pipe","68d4d639d451de7a394b51be","Yogesh.Kasare Proton","1","2025-10-14T11:37:53.344Z",""
"S2-salesforce-2","68d4532cec0760705113cd83","Sonu Saini2","0","N/A",""
"2074 test","68d43e7ba40c7d783b0789f2","Sonu Saini2","1","2025-09-24T20:54:11.741Z","blank_pipeline_template"
"service now pipeline ashwini","68d3c1111dd4b7fcb0ab6f02","Ashiwini Chavan","0","N/A",""
"SalesForce_Pipeline_2074test","68d37ab964fe6d1f1f2e068e","Ashiwini Chavan","0","N/A",""
"NC_ServiceNow","68d2a48db2329dfa1afc30a9","Chandru Nallasivam2","1","2025-09-23T13:57:51.404Z","blank_pipeline_template"
"SFDC Test Pipeline - Smoke SFDX - NLP","68d2751c74072eaf5065eff4","Kyasa Abhilash","0","N/A","N/A"
"fromjobengine_AutoCI","68d25b9c10ba59b02f70a08e","QA User-Production","2","2025-09-23T08:41:12.088Z","blank_pipeline_template"
"Nagalakshmi_GH_AutoCI_JobEngine","68d24d9fd7b6aa80efd31b83","Kyasa Abhilash","16","2025-10-06T15:17:22.601Z","blank_pipeline_template"
"KAL - WORKDAY","68d2397536800ba9a5d68956","Kyasa Abhilash","4","2025-09-23T08:28:47.217Z","blank_pipeline_template"
"KAL - PIPELINE - DND","68d16c3ab2329dfa1afb8459","Kyasa Abhilash","2","2025-09-23T14:12:55.921Z","blank_pipeline_template"
"Blank Pipeline Template 3","68d16b3974072eaf5065746b","Chandru Nallasivam2","2","2025-09-22T15:36:31.623Z","blank_pipeline_template"
"NLP_Workday_Maven build issue","68d16a99b2329dfa1afb83b9","Kyasa Abhilash","8","2025-10-06T05:27:19.718Z","blank_pipeline_template"
"GH_NLP_AutoCI_Usecase","68d1662310ba59b02f707111","QA User-Production","0","N/A","blank_pipeline_template"
"GH_NLP_AutoCI_Usecase","68d165f52fdb4e10200d2e95","QA User-Production","0","N/A","blank_pipeline_template"
"QA_SL_REG_BBServerToOrg_Jenkins_DND","68d0ed2236800ba9a5d3bc82","Arun muchalambi","8","2025-11-21T13:57:59.810Z",""
"SL_QA_NonDeltaCodeScan_JenkinsToJobEngine","68d0ecec36800ba9a5d3bc00","Arun muchalambi","0","N/A",""
"SL_QA_Jenkins_NonDeltaCodeScan1","68d0eca036800ba9a5d3bb54","Arun muchalambi","0","N/A",""
"QA_SFDX_GitHubToOrg_Webhook_DONOTDELETE","68d0ec1e36800ba9a5d3ba11","Arun muchalambi","19","2026-02-03T11:18:46.541Z",""
"ten-pipeline","68d0e47c2fdb4e10200d02bf","QA User-Production","1","2025-09-24T06:41:47.312Z","blank_pipeline_template"
"eight-pipeline","68d0e47c2fdb4e10200d02b2","QA User-Production","0","N/A","blank_pipeline_template"
"six-pipeline","68d0e47c2fdb4e10200d029e","QA User-Production","0","N/A","blank_pipeline_template"
"nine-pipeline","68d0e47c10ba59b02f704533","QA User-Production","0","N/A","blank_pipeline_template"
"seven-pipeline","68d0e47c10ba59b02f704526","QA User-Production","0","N/A","blank_pipeline_template"
"NLP_GH_AUTOCI_USECASE_Mutltiplepipelines","68d0e1cbd7b6aa80efcda29f","Kyasa Abhilash","2","2025-09-22T05:54:51.957Z","blank_pipeline_template"
"ghrepothree_AutoCI","68d0182510ba59b02f6fffc0","QA User-Production","0","N/A","blank_pipeline_template"
"ghrepotwo-pipeline","68d0166310ba59b02f6fff2c","QA User-Production","0","N/A","blank_pipeline_template"
"Jobengine_Loadtesting_1","68cfca3674072eaf5064e9ec","Pradeep Marri","0","N/A","blank_pipeline_template"
"GH_NLP_AutoCI_Usecase","68cd8093d7b6aa80efc9d40b","QA User-Production","0","N/A","blank_pipeline_template"
"NLP_GH_AUTOCI_USECASE_SinglePipeline","68cd7cf952584b685de5735d","QA User-Production","7","2025-10-06T05:27:04.317Z","blank_pipeline_template"
"DS_GitHub Actions","68cd78e1d7b6aa80efc9bd03","Dammu Srinivasulu2","0","N/A","github-actions"
"NC_GHA_webhook","68cd73f1d7b6aa80efc9b170","QA User-Production","5","2025-11-13T20:13:18.527Z","blank_pipeline_template"
"Chirag_SalesForce_Pipeline","68cb943041161104da3b64ea","QA User-Production","2","2025-09-18T10:08:38.621Z",""
"Chirag_SDLC","68cb88519aa04b16fe8461e1","QA User-Production","3","2025-09-18T05:04:51.609Z","blank_pipeline_template"
"ServiceNow Standard Flow Test ashwini","68cad61ee75aebdb6a55e38f","QA User-Production","0","N/A",""
"SDLC","68cad440b5c969ad231bb770","Chirag Singhal","0","N/A","blank_pipeline_template"
"Docker_Demo_Pipeline","68ca9a329aa04b16fe840c0c","Chirag Singhal","3","2025-09-17T11:58:45.996Z","blank_pipeline_template"
"nlpadobeissuecheck","68ca3c7d10ba59b02f6e7e06","QA User-Production","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 974","68ca3602e75aebdb6a52f36d","QA User-Production","3","2025-09-17T04:25:21.976Z","blank_pipeline_template"
"Blank Pipeline Template 973","68c964eab5c969ad231b0103","QA User-Production","10","2025-09-17T14:32:05.640Z","blank_pipeline_template"
"SalesForce_Pipeline_New_test class","68c95692b5c969ad231af73f","QA User-Production","3","2025-09-16T12:44:02.772Z",""
"Blank Pipeline Template 2","68c95305b5c969ad231af3d5","Chirag Singhal","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 19","68c941669aa04b16fe836430","Dammu Srinivasulu2","0","N/A","blank_pipeline_template"
"KYASA - CLI","68c93d6541161104da36efb2","QA User-Production","3","2025-09-16T12:13:15.653Z","blank_pipeline_template"
"Blank Pipeline Template 971","68c93ae99aa04b16fe83516b","QA User-Production","3","2025-09-16T11:36:22.879Z","blank_pipeline_template"
"REG_Cov_Salesforce_Jenkins","68c90d7a41161104da364ff6","QA User-Production","1","2025-09-16T07:25:09.121Z","blank_pipeline_template"
"GitHub Actions","68c8fe6f11bab59bce46435e","Prasana Lakshmi","0","N/A","github-actions"
"S2-Jfrog","68c88ad941161104da3542d7","QA User-Production","4","2025-10-20T18:35:36.010Z","blank_pipeline_template"
"s2- Docker CLI","68c88a80be39a76fc79b5a4f","QA User-Production","0","N/A","blank_pipeline_template"
"s2-pipeline","68c88a4a41161104da35418f","QA User-Production","2","2025-09-16T18:48:49.240Z","blank_pipeline_template"
"S2-salesforce-1","68c8895cbe39a76fc79b57f3","QA User-Production","0","N/A",""
"Blank Pipeline Template 966","68c8615daca1bedf9d8d837e","QA User-Production","5","2025-09-15T19:45:11.920Z","blank_pipeline_template"
"DevSecOps Pipeline -END to ENd flow-Vishnu","68c85ee8d511db735aa652b6","QA User-Production","1","2025-09-15T19:05:10.156Z","N/A"
